transaction_id,sender_account_number,receiver_account_number,transaction_type,amount,currency,transaction_date,transaction_status,payment_mode,fee,description,geo_location_city,geo_location_region
TXN0000000518,ACC471861506243,ACC820524329835,Credit,4782.4,INR,2023-01-22 13:00:00,Failed,UPI,0.57,Mobile Recharge,Delhi,Mumbai
TXN0000000519,ACC677553661786,ACC159038946873,Credit,3348.01,INR,2023-01-22 14:00:00,Failed,UPI,0.7,Charity Donation,Delhi,Chennai
TXN0000000520,ACC815842544341,ACC146548134274,Debit,9461.15,INR,2023-01-22 15:00:00,Success,Credit Card,0.5,Dining,Kolkata,Mumbai
TXN0000000521,ACC388095209379,ACC468192424813,Credit,5414.78,INR,2023-01-22 16:00:00,Success,Credit Card,0.42,Utility Bill Payment,Bangalore,Chennai
TXN0000000522,ACC929046672989,ACC948530581159,Debit,5862.08,INR,2023-01-22 17:00:00,Failed,Credit Card,0.89,Grocery Shopping,Kolkata,Delhi
TXN0000000523,ACC184020818776,ACC889131729362,Debit,1234.07,INR,2023-01-22 18:00:00,Failed,UPI,0.7,Grocery Shopping,Chennai,Chennai
TXN0000000524,ACC688582103547,ACC420959059976,Debit,6272.58,INR,2023-01-22 19:00:00,Success,RTGS,0.8,Insurance Payment,Delhi,Chennai
TXN0000000525,ACC965576646284,ACC828305054223,Debit,4191.37,INR,2023-01-22 20:00:00,Failed,Debit Card,0.42,Utility Bill Payment,Mumbai,Bangalore
TXN0000000526,ACC704418712873,ACC384030426266,Credit,843.44,INR,2023-01-22 21:00:00,Success,Credit Card,0.49,Utility Bill Payment,Delhi,Mumbai
TXN0000000527,ACC509545759130,ACC158663894221,Credit,3265.72,INR,2023-01-22 22:00:00,Failed,RTGS,0.88,Dining,Delhi,Chennai
TXN0000000528,ACC959830545990,ACC645346005449,Credit,9135.37,INR,2023-01-22 23:00:00,Failed,Credit Card,0.11,Grocery Shopping,Mumbai,Chennai
TXN0000000529,ACC555782407714,ACC924021523835,Credit,6976.93,INR,2023-01-23 00:00:00,Success,Debit Card,0.36,Online Shopping,Chennai,Bangalore
TXN0000000530,ACC859054473880,ACC331585149943,Debit,8682.68,INR,2023-01-23 01:00:00,Failed,UPI,0.73,Grocery Shopping,Chennai,Kolkata
TXN0000000531,ACC969820383210,ACC656444717030,Credit,8211.73,INR,2023-01-23 02:00:00,Success,NEFT,0.03,Insurance Payment,Kolkata,Delhi
TXN0000000532,ACC970456141117,ACC781256351865,Debit,3189.29,INR,2023-01-23 03:00:00,Failed,NEFT,0.52,Charity Donation,Delhi,Mumbai
TXN0000000533,ACC399168026792,ACC146890738784,Debit,9355.93,INR,2023-01-23 04:00:00,Failed,Debit Card,0.52,Charity Donation,Bangalore,Bangalore
TXN0000000534,ACC449139356985,ACC792028967637,Debit,950.43,INR,2023-01-23 05:00:00,Failed,NEFT,0.54,Grocery Shopping,Delhi,Chennai
TXN0000000535,ACC824460973421,ACC109739427917,Credit,2365.37,INR,2023-01-23 06:00:00,Failed,Debit Card,0.3,Dining,Bangalore,Delhi
TXN0000000536,ACC299802196124,ACC658088086791,Debit,3482.94,INR,2023-01-23 07:00:00,Failed,Debit Card,0.16,Dining,Chennai,Delhi
TXN0000000537,ACC894556307387,ACC104163968250,Debit,1181.7,INR,2023-01-23 08:00:00,Failed,NEFT,0.67,Utility Bill Payment,Bangalore,Delhi
TXN0000000538,ACC993446621321,ACC232177368048,Debit,3499.18,INR,2023-01-23 09:00:00,Failed,IMPS,0.27,Dining,Bangalore,Chennai
TXN0000000539,ACC624638391072,ACC884002766921,Debit,8774.95,INR,2023-01-23 10:00:00,Failed,NEFT,0.34,Utility Bill Payment,Delhi,Delhi
TXN0000000540,ACC658268393532,ACC415673355789,Credit,3902.16,INR,2023-01-23 11:00:00,Success,RTGS,0.85,Charity Donation,Chennai,Mumbai
TXN0000000541,ACC979978627451,ACC153885238309,Credit,5492.98,INR,2023-01-23 12:00:00,Success,RTGS,0.65,Dining,Kolkata,Chennai
TXN0000000542,ACC640536558967,ACC894714227821,Debit,2343.11,INR,2023-01-23 13:00:00,Failed,NEFT,0.15,Grocery Shopping,Delhi,Bangalore
TXN0000000543,ACC500098938072,ACC577119623506,Debit,1417.63,INR,2023-01-23 14:00:00,Failed,NEFT,0.62,Online Shopping,Mumbai,Chennai
TXN0000000544,ACC461088127879,ACC733098253339,Debit,6122.02,INR,2023-01-23 15:00:00,Failed,Credit Card,0.09,Mobile Recharge,Bangalore,Mumbai
TXN0000000545,ACC892100978589,ACC133428771775,Debit,2118.43,INR,2023-01-23 16:00:00,Success,NEFT,0.65,Grocery Shopping,Chennai,Chennai
TXN0000000546,ACC635735221967,ACC766791637728,Debit,679.09,INR,2023-01-23 17:00:00,Failed,NEFT,1.0,Online Shopping,Delhi,Delhi
TXN0000000547,ACC565217267408,ACC681961220501,Debit,8370.47,INR,2023-01-23 18:00:00,Success,IMPS,0.37,Online Shopping,Mumbai,Delhi
TXN0000000548,ACC411989440708,ACC717328535030,Credit,1300.86,INR,2023-01-23 19:00:00,Success,UPI,0.48,Mobile Recharge,Kolkata,Kolkata
TXN0000000549,ACC916103562998,ACC526700119756,Debit,6368.61,INR,2023-01-23 20:00:00,Success,NEFT,0.28,Insurance Payment,Mumbai,Mumbai
TXN0000000550,ACC749639990564,ACC930067423113,Credit,8957.62,INR,2023-01-23 21:00:00,Success,Credit Card,0.73,Charity Donation,Delhi,Delhi
TXN0000000551,ACC287686375945,ACC440735870406,Credit,1817.26,INR,2023-01-23 22:00:00,Failed,Debit Card,0.08,Mobile Recharge,Mumbai,Delhi
TXN0000000552,ACC887257537809,ACC486450295960,Credit,5616.23,INR,2023-01-23 23:00:00,Failed,Credit Card,0.31,Online Shopping,Kolkata,Delhi
TXN0000000553,ACC399675599088,ACC740875791199,Credit,244.95,INR,2023-01-24 00:00:00,Failed,IMPS,0.22,Mobile Recharge,Chennai,Chennai
TXN0000000554,ACC175823458599,ACC106745342333,Credit,9627.87,INR,2023-01-24 01:00:00,Success,NEFT,0.71,Grocery Shopping,Bangalore,Mumbai
TXN0000000555,ACC741453001843,ACC809005126713,Credit,2740.65,INR,2023-01-24 02:00:00,Success,UPI,0.37,Dining,Delhi,Mumbai
TXN0000000556,ACC567900021865,ACC385943301919,Credit,9981.78,INR,2023-01-24 03:00:00,Success,RTGS,0.14,Charity Donation,Delhi,Chennai
TXN0000000557,ACC836013776795,ACC345704349745,Credit,6912.05,INR,2023-01-24 04:00:00,Success,IMPS,0.14,Utility Bill Payment,Bangalore,Mumbai
TXN0000000558,ACC878547417572,ACC313549764610,Credit,7624.89,INR,2023-01-24 05:00:00,Failed,Debit Card,0.44,Mobile Recharge,Delhi,Kolkata
TXN0000000559,ACC276970748245,ACC221132999331,Debit,963.07,INR,2023-01-24 06:00:00,Success,RTGS,0.11,Dining,Delhi,Bangalore
TXN0000000560,ACC336972762181,ACC952261098300,Credit,7359.56,INR,2023-01-24 07:00:00,Success,Debit Card,0.1,Insurance Payment,Delhi,Kolkata
TXN0000000561,ACC917699074752,ACC537381599696,Credit,6717.59,INR,2023-01-24 08:00:00,Failed,IMPS,0.67,Grocery Shopping,Delhi,Chennai
TXN0000000562,ACC226780587087,ACC776498842476,Credit,4725.98,INR,2023-01-24 09:00:00,Success,IMPS,0.45,Insurance Payment,Chennai,Mumbai
TXN0000000563,ACC510099515322,ACC321500862085,Debit,2777.59,INR,2023-01-24 10:00:00,Success,Credit Card,0.71,Insurance Payment,Mumbai,Bangalore
TXN0000000564,ACC844161154979,ACC471116476042,Debit,2249.69,INR,2023-01-24 11:00:00,Failed,UPI,0.64,Mobile Recharge,Chennai,Mumbai
TXN0000000565,ACC413234906187,ACC126619337974,Debit,5353.97,INR,2023-01-24 12:00:00,Failed,RTGS,0.29,Grocery Shopping,Delhi,Delhi
TXN0000000566,ACC837379937813,ACC987933381489,Credit,8499.74,INR,2023-01-24 13:00:00,Failed,Credit Card,0.51,Dining,Chennai,Chennai
TXN0000000567,ACC756454879819,ACC868708426588,Credit,524.07,INR,2023-01-24 14:00:00,Failed,IMPS,0.32,Online Shopping,Mumbai,Bangalore
TXN0000000568,ACC508030056039,ACC495036595142,Debit,1007.18,INR,2023-01-24 15:00:00,Success,UPI,0.95,Mobile Recharge,Kolkata,Kolkata
TXN0000000569,ACC497146482373,ACC315098650609,Credit,6400.11,INR,2023-01-24 16:00:00,Success,Credit Card,0.35,Utility Bill Payment,Bangalore,Bangalore
TXN0000000570,ACC319774260951,ACC706438377886,Debit,2195.46,INR,2023-01-24 17:00:00,Failed,UPI,0.53,Online Shopping,Mumbai,Kolkata
TXN0000000571,ACC374969681802,ACC306859601937,Credit,5096.87,INR,2023-01-24 18:00:00,Failed,Debit Card,0.69,Dining,Kolkata,Chennai
TXN0000000572,ACC637351936902,ACC271821357163,Credit,8860.85,INR,2023-01-24 19:00:00,Failed,RTGS,0.59,Dining,Mumbai,Chennai
TXN0000000573,ACC859267596927,ACC872483773032,Credit,7527.96,INR,2023-01-24 20:00:00,Success,RTGS,0.81,Dining,Delhi,Bangalore
TXN0000000574,ACC225897454845,ACC869002337705,Debit,1383.63,INR,2023-01-24 21:00:00,Success,UPI,0.38,Insurance Payment,Delhi,Chennai
TXN0000000575,ACC482665608193,ACC133881781670,Debit,7202.65,INR,2023-01-24 22:00:00,Failed,Debit Card,0.24,Dining,Delhi,Bangalore
TXN0000000576,ACC850622672850,ACC922523778778,Debit,8597.19,INR,2023-01-24 23:00:00,Success,RTGS,0.57,Insurance Payment,Chennai,Delhi
TXN0000000577,ACC295543054013,ACC869943817940,Credit,8048.79,INR,2023-01-25 00:00:00,Failed,Debit Card,0.26,Charity Donation,Chennai,Bangalore
TXN0000000578,ACC252100998542,ACC550099651943,Debit,323.5,INR,2023-01-25 01:00:00,Failed,RTGS,0.07,Insurance Payment,Bangalore,Chennai
TXN0000000579,ACC560577240171,ACC321630699325,Debit,853.37,INR,2023-01-25 02:00:00,Failed,UPI,0.37,Charity Donation,Delhi,Kolkata
TXN0000000580,ACC559804638282,ACC768114752474,Credit,4635.78,INR,2023-01-25 03:00:00,Success,RTGS,0.18,Grocery Shopping,Bangalore,Bangalore
TXN0000000581,ACC370009426994,ACC335782428521,Debit,7082.16,INR,2023-01-25 04:00:00,Failed,Debit Card,0.52,Charity Donation,Bangalore,Chennai
TXN0000000582,ACC402816664463,ACC160035415321,Credit,4893.31,INR,2023-01-25 05:00:00,Failed,Debit Card,0.95,Charity Donation,Kolkata,Delhi
TXN0000000583,ACC122081799232,ACC653615862723,Credit,4442.99,INR,2023-01-25 06:00:00,Failed,IMPS,0.23,Grocery Shopping,Kolkata,Chennai
TXN0000000584,ACC789830373783,ACC479791666787,Debit,9693.08,INR,2023-01-25 07:00:00,Success,IMPS,0.51,Insurance Payment,Delhi,Chennai
TXN0000000585,ACC338850759082,ACC995053430572,Debit,7625.02,INR,2023-01-25 08:00:00,Success,UPI,0.27,Mobile Recharge,Mumbai,Bangalore
TXN0000000586,ACC655595433038,ACC755735665219,Credit,1958.09,INR,2023-01-25 09:00:00,Failed,RTGS,0.56,Grocery Shopping,Bangalore,Delhi
TXN0000000587,ACC797294176798,ACC221870870789,Debit,9454.8,INR,2023-01-25 10:00:00,Failed,NEFT,0.47,Dining,Delhi,Delhi
TXN0000000588,ACC380318235185,ACC934176314208,Debit,8292.08,INR,2023-01-25 11:00:00,Failed,NEFT,0.77,Charity Donation,Kolkata,Chennai
TXN0000000589,ACC845534752489,ACC336890013887,Debit,4408.99,INR,2023-01-25 12:00:00,Failed,Debit Card,0.15,Utility Bill Payment,Mumbai,Delhi
TXN0000000590,ACC482140999839,ACC515270632833,Credit,4032.48,INR,2023-01-25 13:00:00,Success,Debit Card,0.08,Grocery Shopping,Chennai,Bangalore
TXN0000000591,ACC122814015976,ACC153232827272,Credit,8421.85,INR,2023-01-25 14:00:00,Success,Debit Card,0.58,Dining,Mumbai,Chennai
TXN0000000592,ACC583576207356,ACC567152867365,Debit,5465.33,INR,2023-01-25 15:00:00,Success,UPI,0.39,Online Shopping,Delhi,Bangalore
TXN0000000593,ACC327648934773,ACC799740992621,Credit,885.96,INR,2023-01-25 16:00:00,Failed,UPI,0.01,Grocery Shopping,Chennai,Delhi
TXN0000000594,ACC446211779442,ACC733610401197,Credit,5313.83,INR,2023-01-25 17:00:00,Success,NEFT,0.66,Online Shopping,Kolkata,Chennai
TXN0000000595,ACC235336750270,ACC637443581382,Debit,5394.25,INR,2023-01-25 18:00:00,Success,UPI,0.55,Grocery Shopping,Chennai,Kolkata
TXN0000000596,ACC760617666657,ACC455430074315,Debit,8263.41,INR,2023-01-25 19:00:00,Failed,Debit Card,0.1,Mobile Recharge,Bangalore,Kolkata
TXN0000000597,ACC975567750756,ACC781725275811,Credit,7695.5,INR,2023-01-25 20:00:00,Failed,UPI,0.74,Insurance Payment,Kolkata,Mumbai
TXN0000000598,ACC235198825877,ACC908582640894,Debit,2560.09,INR,2023-01-25 21:00:00,Success,IMPS,0.87,Grocery Shopping,Delhi,Bangalore
TXN0000000599,ACC555358049156,ACC993994736739,Debit,2260.35,INR,2023-01-25 22:00:00,Failed,Debit Card,0.16,Utility Bill Payment,Mumbai,Mumbai
TXN0000000600,ACC539464072425,ACC378043413448,Debit,3058.37,INR,2023-01-25 23:00:00,Failed,Debit Card,0.14,Mobile Recharge,Bangalore,Kolkata
TXN0000000601,ACC285999572285,ACC246941016529,Debit,4520.79,INR,2023-01-26 00:00:00,Success,UPI,0.76,Online Shopping,Bangalore,Delhi
TXN0000000602,ACC791572736540,ACC428520542558,Credit,6016.05,INR,2023-01-26 01:00:00,Success,RTGS,0.52,Charity Donation,Bangalore,Chennai
TXN0000000603,ACC831901198031,ACC811582054798,Debit,9308.85,INR,2023-01-26 02:00:00,Success,Credit Card,0.53,Insurance Payment,Chennai,Mumbai
TXN0000000604,ACC277740070440,ACC138040944036,Credit,1348.63,INR,2023-01-26 03:00:00,Failed,Debit Card,0.53,Charity Donation,Mumbai,Mumbai
TXN0000000605,ACC633774566870,ACC268619094941,Debit,9913.78,INR,2023-01-26 04:00:00,Failed,Debit Card,0.37,Online Shopping,Chennai,Delhi
TXN0000000606,ACC937436617720,ACC820775835855,Credit,762.94,INR,2023-01-26 05:00:00,Failed,RTGS,0.25,Online Shopping,Delhi,Bangalore
TXN0000000607,ACC538379916942,ACC430844931629,Credit,2465.97,INR,2023-01-26 06:00:00,Success,NEFT,0.55,Online Shopping,Mumbai,Delhi
TXN0000000608,ACC456905949748,ACC409664348481,Debit,6845.46,INR,2023-01-26 07:00:00,Success,UPI,0.59,Insurance Payment,Mumbai,Chennai
TXN0000000609,ACC401606783276,ACC115254381677,Credit,8922.46,INR,2023-01-26 08:00:00,Success,RTGS,0.15,Grocery Shopping,Mumbai,Kolkata
TXN0000000610,ACC700848564068,ACC843983874965,Credit,4524.71,INR,2023-01-26 09:00:00,Success,RTGS,0.86,Dining,Mumbai,Mumbai
TXN0000000611,ACC364293585973,ACC252834948934,Debit,7381.98,INR,2023-01-26 10:00:00,Success,NEFT,0.07,Online Shopping,Bangalore,Delhi
TXN0000000612,ACC811346561012,ACC144758917304,Credit,7199.03,INR,2023-01-26 11:00:00,Failed,UPI,0.25,Online Shopping,Kolkata,Kolkata
TXN0000000613,ACC174619928346,ACC215833209808,Debit,6262.69,INR,2023-01-26 12:00:00,Failed,IMPS,0.64,Utility Bill Payment,Bangalore,Bangalore
TXN0000000614,ACC897469820214,ACC129399995511,Credit,5114.42,INR,2023-01-26 13:00:00,Failed,Debit Card,0.97,Charity Donation,Kolkata,Mumbai
TXN0000000615,ACC484565749235,ACC916095708922,Credit,1475.83,INR,2023-01-26 14:00:00,Success,UPI,0.36,Charity Donation,Mumbai,Mumbai
TXN0000000616,ACC386534812306,ACC326456058068,Credit,7507.6,INR,2023-01-26 15:00:00,Failed,UPI,0.23,Grocery Shopping,Delhi,Kolkata
TXN0000000617,ACC701116756351,ACC241369056098,Debit,6214.92,INR,2023-01-26 16:00:00,Success,IMPS,0.12,Mobile Recharge,Delhi,Bangalore
TXN0000000618,ACC295253141675,ACC868835011528,Debit,5662.43,INR,2023-01-26 17:00:00,Failed,UPI,0.8,Dining,Kolkata,Mumbai
TXN0000000619,ACC278088294834,ACC992037138286,Credit,3646.33,INR,2023-01-26 18:00:00,Success,Credit Card,0.32,Dining,Mumbai,Delhi
TXN0000000620,ACC739185628533,ACC242899345933,Credit,2116.87,INR,2023-01-26 19:00:00,Failed,Debit Card,0.53,Dining,Bangalore,Chennai
TXN0000000621,ACC660508029805,ACC971498493382,Debit,3767.31,INR,2023-01-26 20:00:00,Failed,Credit Card,0.93,Online Shopping,Delhi,Kolkata
TXN0000000622,ACC355378920371,ACC227667224742,Credit,6668.64,INR,2023-01-26 21:00:00,Failed,Debit Card,0.41,Dining,Mumbai,Mumbai
TXN0000000623,ACC896324909035,ACC753744052441,Debit,1764.9,INR,2023-01-26 22:00:00,Failed,Credit Card,0.58,Insurance Payment,Mumbai,Delhi
TXN0000000624,ACC395974319742,ACC803783870514,Debit,2878.78,INR,2023-01-26 23:00:00,Failed,IMPS,0.72,Insurance Payment,Kolkata,Bangalore
TXN0000000625,ACC753253609570,ACC640275128605,Debit,2925.68,INR,2023-01-27 00:00:00,Success,UPI,0.35,Online Shopping,Delhi,Chennai
TXN0000000626,ACC103555738056,ACC290689139842,Credit,7745.18,INR,2023-01-27 01:00:00,Success,RTGS,0.88,Dining,Bangalore,Kolkata
TXN0000000627,ACC931634787310,ACC637813970374,Credit,9882.46,INR,2023-01-27 02:00:00,Success,Credit Card,0.72,Charity Donation,Chennai,Chennai
TXN0000000628,ACC674076575661,ACC498481510176,Debit,9191.49,INR,2023-01-27 03:00:00,Success,IMPS,0.63,Grocery Shopping,Bangalore,Delhi
TXN0000000629,ACC850617389344,ACC103072863270,Credit,5914.55,INR,2023-01-27 04:00:00,Success,RTGS,0.26,Insurance Payment,Bangalore,Chennai
TXN0000000630,ACC797280146661,ACC537003944119,Debit,1069.13,INR,2023-01-27 05:00:00,Success,RTGS,0.58,Charity Donation,Bangalore,Delhi
TXN0000000631,ACC511228759266,ACC347509162696,Debit,9418.89,INR,2023-01-27 06:00:00,Failed,UPI,0.65,Grocery Shopping,Mumbai,Mumbai
TXN0000000632,ACC335800909019,ACC801509804690,Credit,2819.8,INR,2023-01-27 07:00:00,Success,Credit Card,0.5,Insurance Payment,Mumbai,Kolkata
TXN0000000633,ACC391446109369,ACC724039432974,Credit,857.82,INR,2023-01-27 08:00:00,Failed,RTGS,0.91,Online Shopping,Delhi,Kolkata
TXN0000000634,ACC255168113301,ACC980499054858,Credit,6011.12,INR,2023-01-27 09:00:00,Success,Credit Card,0.52,Insurance Payment,Kolkata,Bangalore
TXN0000000635,ACC869527288034,ACC421045765589,Credit,9715.89,INR,2023-01-27 10:00:00,Failed,NEFT,0.9,Utility Bill Payment,Mumbai,Mumbai
TXN0000000636,ACC268094741952,ACC616134585820,Credit,3696.78,INR,2023-01-27 11:00:00,Success,Credit Card,0.47,Insurance Payment,Chennai,Chennai
TXN0000000637,ACC913550752537,ACC827411380018,Credit,4398.4,INR,2023-01-27 12:00:00,Success,RTGS,0.24,Insurance Payment,Chennai,Delhi
TXN0000000638,ACC317099702663,ACC420828866847,Credit,4422.84,INR,2023-01-27 13:00:00,Success,Credit Card,0.39,Insurance Payment,Bangalore,Chennai
TXN0000000639,ACC346436613004,ACC682579353127,Credit,4184.35,INR,2023-01-27 14:00:00,Failed,IMPS,0.11,Charity Donation,Kolkata,Delhi
TXN0000000640,ACC279465778178,ACC392881196515,Debit,5507.21,INR,2023-01-27 15:00:00,Failed,Credit Card,0.27,Mobile Recharge,Chennai,Delhi
TXN0000000641,ACC652990806479,ACC110986605360,Debit,2497.13,INR,2023-01-27 16:00:00,Failed,NEFT,0.16,Dining,Bangalore,Delhi
TXN0000000642,ACC347666510131,ACC562146137737,Debit,1569.48,INR,2023-01-27 17:00:00,Success,RTGS,0.92,Online Shopping,Kolkata,Bangalore
TXN0000000643,ACC335634351348,ACC538799574178,Debit,3657.19,INR,2023-01-27 18:00:00,Failed,RTGS,0.26,Utility Bill Payment,Kolkata,Mumbai
TXN0000000644,ACC253366701269,ACC716596678923,Debit,1908.03,INR,2023-01-27 19:00:00,Failed,IMPS,0.35,Online Shopping,Chennai,Delhi
TXN0000000645,ACC406334006563,ACC221682669036,Credit,4364.03,INR,2023-01-27 20:00:00,Success,Debit Card,0.09,Online Shopping,Bangalore,Bangalore
TXN0000000646,ACC269157552522,ACC801031644118,Debit,9920.21,INR,2023-01-27 21:00:00,Success,UPI,0.27,Grocery Shopping,Bangalore,Mumbai
TXN0000000647,ACC255085948523,ACC209042955491,Debit,3453.88,INR,2023-01-27 22:00:00,Failed,NEFT,0.4,Online Shopping,Delhi,Chennai
TXN0000000648,ACC806938657301,ACC477607737462,Debit,9662.44,INR,2023-01-27 23:00:00,Failed,UPI,0.88,Utility Bill Payment,Chennai,Bangalore
TXN0000000649,ACC567204871192,ACC545697827015,Debit,443.94,INR,2023-01-28 00:00:00,Failed,IMPS,0.05,Utility Bill Payment,Mumbai,Mumbai
TXN0000000650,ACC945608981672,ACC924539011287,Debit,9616.57,INR,2023-01-28 01:00:00,Success,NEFT,0.93,Utility Bill Payment,Mumbai,Mumbai
TXN0000000651,ACC808254961168,ACC883576360703,Debit,5442.01,INR,2023-01-28 02:00:00,Failed,RTGS,0.96,Grocery Shopping,Delhi,Delhi
TXN0000000652,ACC558857996103,ACC822308891201,Credit,5793.61,INR,2023-01-28 03:00:00,Success,RTGS,0.41,Utility Bill Payment,Kolkata,Mumbai
TXN0000000653,ACC875137198773,ACC131954798331,Debit,8928.29,INR,2023-01-28 04:00:00,Failed,NEFT,0.22,Utility Bill Payment,Kolkata,Mumbai
TXN0000000654,ACC310618040135,ACC256207864467,Debit,2992.07,INR,2023-01-28 05:00:00,Success,Debit Card,0.46,Dining,Delhi,Chennai
TXN0000000655,ACC444584610586,ACC866170077504,Debit,6488.29,INR,2023-01-28 06:00:00,Success,RTGS,0.21,Grocery Shopping,Kolkata,Bangalore
TXN0000000656,ACC904693251729,ACC771101553081,Debit,8874.76,INR,2023-01-28 07:00:00,Failed,IMPS,0.56,Charity Donation,Mumbai,Kolkata
TXN0000000657,ACC127136982712,ACC326399637614,Debit,941.32,INR,2023-01-28 08:00:00,Success,Debit Card,0.61,Mobile Recharge,Kolkata,Mumbai
TXN0000000658,ACC535063033585,ACC106533590873,Debit,1721.66,INR,2023-01-28 09:00:00,Success,IMPS,0.79,Charity Donation,Chennai,Bangalore
TXN0000000659,ACC774036063263,ACC293656821694,Credit,9214.07,INR,2023-01-28 10:00:00,Success,Debit Card,0.89,Grocery Shopping,Kolkata,Kolkata
TXN0000000660,ACC940330149492,ACC924584039767,Credit,5496.07,INR,2023-01-28 11:00:00,Success,Debit Card,0.72,Charity Donation,Chennai,Kolkata
TXN0000000661,ACC281511321169,ACC307543115006,Credit,7396.52,INR,2023-01-28 12:00:00,Failed,UPI,0.05,Online Shopping,Chennai,Bangalore
TXN0000000662,ACC712924763587,ACC547189207119,Debit,591.51,INR,2023-01-28 13:00:00,Failed,Credit Card,0.15,Mobile Recharge,Chennai,Mumbai
TXN0000000663,ACC262407591348,ACC737594336903,Credit,9491.39,INR,2023-01-28 14:00:00,Failed,IMPS,0.68,Mobile Recharge,Bangalore,Bangalore
TXN0000000664,ACC759812474745,ACC490333876506,Credit,1942.47,INR,2023-01-28 15:00:00,Failed,RTGS,0.2,Mobile Recharge,Delhi,Chennai
TXN0000000665,ACC789961419468,ACC287346890817,Debit,9772.4,INR,2023-01-28 16:00:00,Failed,RTGS,0.46,Dining,Delhi,Bangalore
TXN0000000666,ACC737595123670,ACC595285094073,Credit,7070.47,INR,2023-01-28 17:00:00,Failed,IMPS,0.91,Online Shopping,Kolkata,Chennai
TXN0000000667,ACC254512953105,ACC474398254138,Credit,9098.57,INR,2023-01-28 18:00:00,Success,Credit Card,0.42,Insurance Payment,Delhi,Kolkata
TXN0000000668,ACC744029973657,ACC465271600017,Debit,4815.14,INR,2023-01-28 19:00:00,Failed,Debit Card,0.11,Utility Bill Payment,Bangalore,Kolkata
TXN0000000669,ACC256221021750,ACC233884913175,Debit,7437.19,INR,2023-01-28 20:00:00,Failed,Debit Card,0.39,Insurance Payment,Kolkata,Mumbai
TXN0000000670,ACC344457377362,ACC652627429564,Debit,2592.58,INR,2023-01-28 21:00:00,Failed,IMPS,0.57,Grocery Shopping,Kolkata,Chennai
TXN0000000671,ACC227387383698,ACC432159950364,Debit,1947.98,INR,2023-01-28 22:00:00,Success,RTGS,0.08,Dining,Kolkata,Bangalore
TXN0000000672,ACC777543031219,ACC248010543308,Credit,9400.02,INR,2023-01-28 23:00:00,Failed,Credit Card,0.5,Mobile Recharge,Delhi,Kolkata
TXN0000000673,ACC300352164379,ACC875149583590,Debit,2798.64,INR,2023-01-29 00:00:00,Success,UPI,0.76,Dining,Delhi,Mumbai
TXN0000000674,ACC131233106572,ACC862368471558,Credit,6914.52,INR,2023-01-29 01:00:00,Success,RTGS,0.04,Grocery Shopping,Chennai,Delhi
TXN0000000675,ACC171970631273,ACC107187184333,Credit,4206.74,INR,2023-01-29 02:00:00,Failed,IMPS,0.31,Grocery Shopping,Kolkata,Mumbai
TXN0000000676,ACC549067186057,ACC139461352581,Debit,3652.85,INR,2023-01-29 03:00:00,Success,RTGS,0.61,Utility Bill Payment,Mumbai,Bangalore
TXN0000000677,ACC244409409243,ACC877493864130,Debit,4225.27,INR,2023-01-29 04:00:00,Success,UPI,0.43,Insurance Payment,Chennai,Mumbai
TXN0000000678,ACC178407079360,ACC562159608913,Debit,1921.65,INR,2023-01-29 05:00:00,Failed,Credit Card,0.36,Charity Donation,Mumbai,Bangalore
TXN0000000679,ACC485840460599,ACC456712350811,Credit,5960.35,INR,2023-01-29 06:00:00,Failed,Credit Card,0.55,Grocery Shopping,Mumbai,Chennai
TXN0000000680,ACC477158706842,ACC144464602805,Debit,1020.18,INR,2023-01-29 07:00:00,Failed,UPI,0.19,Online Shopping,Bangalore,Bangalore
TXN0000000681,ACC205105940708,ACC890378802490,Credit,6087.22,INR,2023-01-29 08:00:00,Success,RTGS,0.19,Charity Donation,Kolkata,Kolkata
TXN0000000682,ACC266219497038,ACC536897663544,Debit,9183.15,INR,2023-01-29 09:00:00,Failed,UPI,0.14,Mobile Recharge,Chennai,Mumbai
TXN0000000683,ACC763878705051,ACC988818732575,Debit,2893.15,INR,2023-01-29 10:00:00,Success,Debit Card,1.0,Online Shopping,Chennai,Bangalore
TXN0000000684,ACC340122122796,ACC646980127789,Credit,2679.91,INR,2023-01-29 11:00:00,Failed,NEFT,0.5,Grocery Shopping,Delhi,Delhi
TXN0000000685,ACC877496573197,ACC233350529906,Credit,7258.12,INR,2023-01-29 12:00:00,Success,Debit Card,0.34,Online Shopping,Bangalore,Delhi
TXN0000000686,ACC377861154504,ACC244432754645,Credit,8878.72,INR,2023-01-29 13:00:00,Success,UPI,0.81,Charity Donation,Mumbai,Chennai
TXN0000000687,ACC766253252018,ACC354143795958,Credit,6573.71,INR,2023-01-29 14:00:00,Success,Credit Card,0.93,Mobile Recharge,Chennai,Bangalore
TXN0000000688,ACC474535806510,ACC104995216820,Debit,9388.88,INR,2023-01-29 15:00:00,Failed,NEFT,0.82,Grocery Shopping,Delhi,Delhi
TXN0000000689,ACC212839541125,ACC270606420789,Debit,4773.43,INR,2023-01-29 16:00:00,Failed,Credit Card,0.59,Dining,Kolkata,Mumbai
TXN0000000690,ACC404147652061,ACC155145436182,Debit,3924.18,INR,2023-01-29 17:00:00,Failed,Credit Card,0.13,Charity Donation,Chennai,Kolkata
